date,F_Quality,long_ret,short_ret,n_long,n_short,beta_long,beta_short
2006-01-31,-0.009864753061213496,0.004946516246693511,0.015922599424277317,162,162,1.0697559950150088,1.0989652318506167
2006-02-28,0.001511266918497109,0.030122584314645984,0.028791777899457527,162,162,1.0601959368629057,1.0702859890747312
2006-03-31,-0.001962732005669463,0.0008931247829142563,0.0031178777735936247,162,162,1.0877735361944005,1.1200119835572617
2006-05-31,0.023888113794206356,0.0018731968549055011,-0.02524197873796663,162,162,1.072804438247407,1.140002454529156
2006-06-30,-0.0055468499377378955,-0.022618908706436902,-0.0176902141134736,162,162,1.095566651157688,1.171614663480986
2006-07-31,-0.009918124924764469,0.016763678438164842,0.028779886918331776,163,163,1.1375523746761247,1.1673162958303374
2006-08-31,0.009922717778223674,0.03181604060873555,0.02112663364187428,163,163,1.1480149065115053,1.187473697439215
2006-10-31,-0.011664830108606722,0.0237736126457031,0.038965018146876806,163,163,1.187554470342032,1.2298090143510314
2006-11-30,0.011221753186017227,0.00636836537477059,-0.00714992872605269,164,164,1.1802518737660062,1.2272480247386457
2007-01-31,0.013175580320117787,0.004539089200733537,-0.011449577569452973,165,165,1.1932673291635214,1.2217230265288228
2007-02-28,0.010254152503819253,0.00958924870543032,-0.0026447988239932663,165,165,1.1884749207794214,1.2100909601681817
2007-04-30,0.01225502041165473,0.0385180214314611,0.02700783690930164,166,166,1.1223560785832265,1.2240749325759674
2007-05-31,0.005730257916643961,-0.017896982846246523,-0.026364613923270497,166,166,1.128255786370788,1.2209920798213156
2007-07-31,0.006768274156184698,0.015475650328422352,0.008606024495040776,166,166,1.060243666907501,1.0993842373888767
2007-08-31,0.0068683013613676305,0.03377346680433768,0.027616914247844848,167,167,1.031053835772869,1.0667861213908423
2007-10-31,0.027967207199485325,-0.03561935750592138,-0.06618215308624786,168,168,1.0429107419018537,1.0653748807350316
2007-11-30,0.011429683161068474,-0.006597078949530322,-0.019102583010259244,167,167,1.0106643020852715,1.0637869435353653
2007-12-31,-0.03650068930123718,-0.0644545032581102,-0.031289330620424716,168,168,0.9816900974545857,1.073170215436423
2008-01-31,0.01838761993183391,-0.017289666849164775,-0.03715027138900562,169,169,1.0202284904316856,1.0513887309119556
2008-02-29,0.02537946064492435,0.004591638141312693,-0.022207853947633804,169,169,1.0192550601000296,1.0638714832031542
2008-03-31,0.021351855887899743,0.06538157869973937,0.04834042439651087,169,169,0.9889935698821303,1.0800555731439538
2008-04-30,0.027137772227228955,0.03889570193971914,0.013866727916981514,170,170,0.9838303022113637,1.1185372413920929
2008-06-30,0.0264463035734082,0.029752745483440535,0.003309932949062233,172,172,1.011498497403541,1.1151242008644695
2008-07-31,0.006661701248664397,0.036026222141539055,0.032668217147068024,172,172,1.029935003465555,1.1536438092402967
2008-09-30,0.02990114949671019,-0.16411631186891285,-0.21314060230852283,172,172,0.9573148066535321,1.058635796952346
2008-10-31,0.03708054599155343,-0.07424973673264945,-0.1217593386356739,172,172,0.9606517756740324,1.0645946699798507
2008-12-31,0.02870778437567134,-0.06201265677836798,-0.10261118203037367,173,173,0.9892196294009287,1.122706746920249
2009-03-31,-0.03934365292100933,0.15850094976466633,0.25424990447076046,174,174,0.984959846397458,1.2695680892407124
2009-04-30,-0.036147886941831735,0.03173170784438817,0.08846222997829711,174,174,0.9729576823524387,1.2865073307228247
2009-06-30,0.01667272716216657,0.09460952853073201,0.10435540907203777,175,175,0.963285341710758,1.2797631957769153
2009-07-31,-0.019035608167698295,0.04225926600843288,0.07890431096518369,175,175,0.9801824937975989,1.2695933313765795
2009-08-31,0.0027123970774960773,0.051472747686792664,0.0634963777034796,175,175,0.9747309693643583,1.2675259558000225
2009-09-30,0.02213729364642832,-0.016255113961538337,-0.04886762858192739,175,175,0.9812674000469296,1.2626406399836752
2009-11-30,-0.02278188519333958,0.028547956067427327,0.06900763208525507,172,172,1.0017367882546033,1.345693587927371
2009-12-31,-0.0087570486234936,-0.030928120637914946,-0.02781907993031907,172,172,1.076943369080091,1.3936451666497363
2010-03-31,-0.002915685765537756,0.02745591870738684,0.03962462768800945,174,174,1.0204280093412392,1.3287062277267943
2010-04-30,-0.00019769129907130922,-0.06158715884246657,-0.07992568169660186,175,175,0.994282251294125,1.2944765071776532
2010-06-30,0.021015452120073844,0.07860961705268421,0.06765734783605004,175,175,1.0177156239217242,1.2033152409246322
2010-08-31,0.011019548546542954,0.10229425534240355,0.10595475772460272,176,176,1.0279752832174904,1.1973523630613592
2010-09-30,0.018108920811081758,0.046849071046723534,0.03452555731884743,176,176,1.010142759345456,1.2212901189288803
2010-11-30,-0.020026564985241753,0.0499292183663087,0.08326230251634437,177,177,1.018084004879339,1.2054962611191375
2010-12-31,-0.001275569186158513,0.01823392611336283,0.021534101733702515,177,177,1.0577891493549014,1.1631668098375607
2011-01-31,0.014818627447616396,0.04765498481778896,0.03477878542325041,177,177,1.068436741083108,1.1677039991962321
2011-02-28,0.0039932258746222075,0.020485951422246185,0.01767364268300864,177,177,1.07329524340392,1.1709252171372966
2011-03-31,0.019543150853292456,0.041096984180071905,0.024308392172648796,177,177,1.031472418549662,1.197465005054175
2011-05-31,0.01504782857012051,-0.007688198239676369,-0.02692006401731928,178,178,1.0081043696326917,1.1872542629178366
2011-06-30,0.007042274447937709,-0.027815292023176674,-0.04022210289391959,179,179,1.0118088100590752,1.1647461615967827
2011-08-31,0.014797374401950045,-0.0712993502414574,-0.09975818409787218,179,179,1.0303499974336447,1.1876464846915917
2011-09-30,-0.0665473382477173,0.13464806061391887,0.23136199527500012,179,179,1.0573630940648244,1.1932605320332055
2011-10-31,0.00710476274292141,0.0003185601620374623,-0.008414162333747921,179,179,1.0701512730428977,1.2360889091211282
2011-11-30,-0.006466178775781773,-0.00030450040379825793,0.007675732729664819,180,180,1.0653273787702253,1.2419574583279829
2012-01-31,0.007293710485409166,0.04068262585225124,0.037698885142888106,180,180,1.0572205920442772,1.2088003025985397
2012-02-29,0.004427552836001523,0.029342180087183145,0.028174878841425333,181,181,1.0565144257051413,1.206887575543654
2012-04-30,0.007932714904722478,-0.06059386059738192,-0.08450816470839984,181,181,1.0296171947925243,1.2654033702165326
2012-05-31,-0.004921574123080724,0.027941284930145027,0.04042760021408043,181,181,1.0388245631355049,1.2705652614849454
2012-07-31,0.0036501498029679093,0.031557397947115984,0.03336480741527548,181,181,1.0458498964205512,1.2579206854770204
