date,F_ROE,F_ROA,F_GrossProf,F_FCFAssets,F_CFNI,F_Accruals
2006-01-31,-0.003913883709314916,-0.008366468646750874,0.01314795877225665,-0.008021833138865965,0.0010204213818405688,-0.008484778239885688
2006-02-28,0.0032109920121494266,0.0074140130791611365,0.007863196790155767,0.008571841414124756,0.002448336051172898,-0.013071488933033688
2006-03-31,-0.007937282120976477,-0.004333049084460519,0.0013680502623909126,-0.013211924568205243,-0.011363440941452372,-0.002161346104265256
2006-05-31,0.016117742613845305,0.01593937427960678,0.011265594755768767,0.01954104373291897,0.004255305278621063,0.009914794416335849
2006-06-30,-0.028581004849656866,-0.024669261166574547,-0.0018643547016504516,0.004334954660648149,0.004890369085144529,0.0208708382165966
2006-07-31,-0.011130428132958437,-0.022249549680405142,-0.018353499085835903,0.011894979524760041,-0.000986315637910698,0.0163247744782466
2006-08-31,0.00636880374240343,0.0030310296333595985,0.022417188627445038,0.0015819354910116788,0.006956630629533493,0.015525725002020862
2006-10-31,-0.011669309667634062,-0.007934762155873347,-0.020947410659240526,-0.0002975227398639979,0.0030222531196873598,-0.011050036770031059
2006-11-30,0.003064051840827909,-0.009255338742797922,-0.0005629209501976772,0.00465584768039048,0.010018193572947977,0.005683152283988883
2007-01-31,-0.0009315757556505495,0.0037562596491342,0.0035436351474825946,0.011724195826452039,0.008346272290478239,-0.0034959166752564835
2007-02-28,0.009249924615395467,0.0038555022114331403,0.005599280760788015,0.008640517636185622,-0.006395503460491269,0.0015820758530269829
2007-04-30,0.0033518022696666025,-0.001834213259227127,-0.002348362051622959,0.01626151766168686,0.011736393883868601,0.006938984397869417
2007-05-31,-0.008641564874612803,0.0025897116290311533,0.009745012887598905,0.010316245682025339,0.0023082219293140173,0.0033198417830299226
2007-07-31,0.003166179743446131,0.01394862816084588,0.007093991671462397,-0.0023531014161482303,0.008377933788120911,-0.008571687776836822
2007-08-31,0.011969772472271004,0.008812770783890596,-0.009175225760356058,0.009616900618913966,-0.0020382818034598155,-0.007019095594390623
2007-10-31,0.03543949109751571,0.03064840270154528,0.018064239794286924,0.021679136861087335,0.007841378457593168,0.006681524816209462
2007-11-30,0.00848073895195999,0.03041626606685123,0.007577762357966927,0.018672973859539407,-0.005738365629864475,-0.011731780162830718
2007-12-31,-0.028175345446324898,-0.04361742725810766,-0.017537995104401537,-0.01898048262596185,0.004343192251067614,0.007533840811466755
2008-01-31,0.006685564887117572,0.020815626043537913,-0.007640553326238832,0.011377626211266954,0.010633499665940942,-0.00012935555213675065
2008-02-29,0.02108659420562113,0.019854516016553837,0.009861719566655611,0.015797947278603192,0.024980116432701694,0.015715229869648357
2008-03-31,0.02264226321231732,0.015676156908038072,0.021003555015886598,0.005295030239333899,0.007682164811342332,-0.005329156320651736
2008-04-30,0.025105953929537368,0.029020882567035423,0.003363204807269385,0.01831615895559675,0.020709394169435336,-0.01702101446814276
2008-06-30,-0.010304422662294092,-0.012623710714726127,0.017910033861557914,0.016729587931205984,0.0024622181334264144,0.0414244468087057
2008-07-31,-0.015448363094601649,-0.006954976820660264,0.00669681599018402,0.012507276311532797,0.01370888849297312,0.013909769665499852
2008-09-30,0.05086753207407352,0.047211524366373686,0.08192079710187625,0.0054770583468986556,0.015796394703389477,0.002787861293505084
2008-10-31,0.03776600193993736,0.03696021976156104,0.013373431909189007,0.04799459973676587,0.016432214952817076,0.03429588592008141
2008-12-31,0.0033794190128517837,0.023118504534122057,0.012815412012491312,0.0222891832160238,-0.0009716869261072181,-0.009490633977692203
2009-03-31,-0.033576641888276804,-0.0936277540979771,-0.04874525783327088,-0.01977615157233284,-0.024268613362997543,0.010612729561061185
2009-04-30,-0.006263395260519659,-0.013325969986965204,-0.05855264248872247,-0.03134184525764075,-0.013356049972091569,-0.021698722973878537
2009-06-30,0.08886011117242308,-0.07114403191605062,-0.0663391405737078,-0.0426531083765042,0.011397038372685506,0.09435426876418121
2009-07-31,-0.008403420133343262,-0.04057970851593293,-0.03156227258179698,-0.020624066478806845,-0.0061622281016922575,0.021363541563922187
2009-08-31,5.1589053066354584e-05,-0.005680978430266055,0.014419688267815249,-0.005295842156168795,-0.003272489265037072,0.0027977784901861633
2009-09-30,0.01855583471267845,0.024777589389278595,0.01834543350309303,0.020764435478063285,0.010146962405191785,-0.003011171765978052
2009-11-30,-0.013316796313587703,0.006769305273046158,0.006575694125666803,-0.008300223525538171,-0.010987978339922926,-0.038128090732089386
2009-12-31,-0.001816174946104511,-0.012017325340881714,-0.012470905006233633,-0.011512439150090047,-0.00937256499999926,-0.0021210838294050266
2010-03-31,-0.0018032279322501357,0.001994651733305562,0.004168935979378972,0.0028142274014609156,-0.006858839747936725,-0.010313701333830541
2010-04-30,0.000816298495528868,-0.016875395060998832,-0.0036365508793144985,0.0006481853233801238,0.0152036131143274,2.0707183685082786e-05
2010-06-30,-0.001716327019444977,0.0010296833511203723,0.019013717275973015,0.021561930270775617,0.012052972987940357,0.01936383322252966
2010-08-31,0.00727450681056388,0.015504713540012455,0.018528228795549134,0.01825233199629174,-0.012296519208415582,-0.007880880514598856
2010-09-30,0.01399378692262897,0.010903335039808955,0.0016380011785713383,0.015221630478774319,0.00992946476225165,0.004722611941409629
2010-11-30,-0.025799317059488562,-0.015408428094704475,-0.03225701839732824,-0.01248966665079533,-0.008980525437898998,0.012804399641932203
2010-12-31,-0.013728933413288041,-0.011102370170130386,-0.0135356512645743,0.0015733742308313668,0.01842734099905026,0.01595044379396498
